"Entity","Day","Daily.new.confirmed.cases.of.COVID.19.per.million.people"
"Zambia","2021-10-10",1.0420319
"Zambia","2021-10-11",0.5458262
"Zambia","2021-10-12",0.29772338
"Zambia","2021-10-13",2.1336842
"Zambia","2021-10-14",0.7443085
"Zambia","2021-10-15",0.99241126
"Zambia","2021-10-16",2.282546
"Zambia","2021-10-17",1.3893758
"Zambia","2021-10-18",0.79392904
"Zambia","2021-10-19",0.7443085
"Zambia","2021-10-20",0.64506733
"Zambia","2021-10-21",1.0916524
"Zambia","2021-10-22",0.8931702
"Zambia","2021-10-23",1.0420319
"Zambia","2021-10-24",0.9427907
"Zambia","2021-10-25",0.24810281
"Zambia","2021-10-26",0.24810281
"Zambia","2021-10-27",0.4465851
"Zambia","2021-10-28",0.4465851
"Zambia","2021-10-29",0.7443085
"Zambia","2021-10-30",1.488617
"Zambia","2021-10-31",0.99241126
"Zambia","2021-11-01",0.59544677
"Zambia","2021-11-02",0.24810281
"Zambia","2021-11-03",1.0420319
"Zambia","2021-11-04",1.0420319
"Zambia","2021-11-05",1.6870992
"Zambia","2021-11-06",1.8359609
"Zambia","2021-11-07",0.8435496
"Zambia","2021-11-08",1.6374786
"Zambia","2021-11-09",0.29772338
"Zambia","2021-11-10",0.49620563
"Zambia","2021-11-11",1.0420319
"Zambia","2021-11-12",0.6946879
"Zambia","2021-11-13",0.49620563
"Zambia","2021-11-14",0.39696452
"Zambia","2021-11-15",0.59544677
"Zambia","2021-11-16",0.64506733
"Zambia","2021-11-17",0.59544677
"Zambia","2021-11-18",0.59544677
"Zambia","2021-11-19",0.79392904
"Zambia","2021-11-20",0.34734395
"Zambia","2021-11-21",0.6946879
"Zambia","2021-11-22",0.64506733
"Zambia","2021-11-23",0.14886169
"Zambia","2021-11-24",0.8435496
"Zambia","2021-11-25",0.4465851
"Zambia","2021-11-26",0.64506733
"Zambia","2021-11-27",0.29772338
"Zambia","2021-11-28",0.99241126
"Zambia","2021-11-29",0.24810281
"Zambia","2021-11-30",0.34734395
"Zambia","2021-12-01",0.9427907
"Zambia","2021-12-02",1.2901347
"Zambia","2021-12-03",1.240514
"Zambia","2021-12-04",2.0840638
"Zambia","2021-12-05",1.5878581
"Zambia","2021-12-06",0.8931702
"Zambia","2021-12-07",0.7443085
"Zambia","2021-12-08",2.3321664
"Zambia","2021-12-09",3.076475
"Zambia","2021-12-10",6.252191
"Zambia","2021-12-11",8.038531
"Zambia","2021-12-12",11.660832
"Zambia","2021-12-13",5.8552265
"Zambia","2021-12-14",7.7904286
"Zambia","2021-12-15",23.371286
"Zambia","2021-12-16",28.432583
"Zambia","2021-12-17",42.723305
"Zambia","2021-12-18",64.20901
"Zambia","2021-12-19",51.555767
"Zambia","2021-12-20",51.406906
"Zambia","2021-12-21",30.218924
"Zambia","2021-12-22",94.5768
"Zambia","2021-12-23",141.76595
"Zambia","2021-12-24",167.7175
"Zambia","2021-12-25",182.20671
"Zambia","2021-12-26",131.44487
"Zambia","2021-12-27",76.36605
"Zambia","2021-12-28",67.285484
"Zambia","2021-12-29",193.86754
"Zambia","2021-12-30",260.75607
"Zambia","2021-12-31",275.64224
"Zambia","2022-01-01",252.12209
"Zambia","2022-01-02",182.30595
"Zambia","2022-01-03",85.79395
"Zambia","2022-01-04",76.61415
"Zambia","2022-01-05",211.28436
"Zambia","2022-01-06",223.88799
"Zambia","2022-01-07",203.24583
"Zambia","2022-01-08",207.86055
"Zambia","2022-01-09",163.74786
"Zambia","2022-01-10",65.89611
"Zambia","2022-01-11",73.68654
"Zambia","2022-01-12",135.01755
"Zambia","2022-01-13",114.3754
"Zambia","2022-01-14",107.52776
"Zambia","2022-01-15",104.84825
"Zambia","2022-01-16",66.14421
"Zambia","2022-01-17",54.7811
"Zambia","2022-01-18",33.990086
"Zambia","2022-01-19",60.288986
"Zambia","2022-01-20",56.567444
"Zambia","2022-01-21",39.64683
"Zambia","2022-01-22",30.566267
"Zambia","2022-01-23",30.566267
"Zambia","2022-01-24",21.18798
"Zambia","2022-01-25",14.588446
"Zambia","2022-01-26",32.005264
"Zambia","2022-01-27",34.585533
"Zambia","2022-01-28",36.520737
"Zambia","2022-01-29",17.416819
"Zambia","2022-01-30",15.035031
"Zambia","2022-01-31",13.19907
"Zambia","2022-02-01",6.2025704
"Zambia","2022-02-02",25.306488
"Zambia","2022-02-03",0
"Zambia","2022-02-04",39.200245
"Zambia","2022-02-05",21.336842
"Zambia","2022-02-06",0
"Zambia","2022-02-07",21.287222
"Zambia","2022-02-08",5.5078826
"Zambia","2022-02-09",15.828959
"Zambia","2022-02-10",20.542913
"Zambia","2022-02-11",25.108006
"Zambia","2022-02-12",22.676598
"Zambia","2022-02-13",13.893758
"Zambia","2022-02-14",10.370698
"Zambia","2022-02-15",3.8207834
"Zambia","2022-02-16",14.439584
"Zambia","2022-02-17",14.141861
"Zambia","2022-02-18",15.828959
"Zambia","2022-02-19",14.389963
"Zambia","2022-02-20",12.504382
"Zambia","2022-02-21",8.83246
"Zambia","2022-02-22",3.4734395
"Zambia","2022-02-23",16.275545
"Zambia","2022-02-24",14.687687
"Zambia","2022-02-25",11.412729
"Zambia","2022-02-26",12.702865
"Zambia","2022-02-27",11.760074
"Zambia","2022-02-28",4.763574
"Zambia","2022-03-01",2.1336842
"Zambia","2022-03-02",0
"Zambia","2022-03-03",22.478115
"Zambia","2022-03-04",9.477528
"Zambia","2022-03-05",10.866903
"Zambia","2022-03-06",6.5002937
"Zambia","2022-03-07",3.8207834
"Zambia","2022-03-08",4.41623
"Zambia","2022-03-09",12.35552
"Zambia","2022-03-10",23.917112
"Zambia","2022-03-11",10.370698
"Zambia","2022-03-12",6.748397
"Zambia","2022-03-13",8.038531
"Zambia","2022-03-14",2.6795104
"Zambia","2022-03-15",0
"Zambia","2022-03-16",8.882081
"Zambia","2022-03-17",5.7063646
"Zambia","2022-03-18",6.3018117
"Zambia","2022-03-19",0
"Zambia","2022-03-20",13.347932
"Zambia","2022-03-21",0
"Zambia","2022-03-22",0
"Zambia","2022-03-23",9.725631
"Zambia","2022-03-24",0
"Zambia","2022-03-25",11.115006
"Zambia","2022-03-26",5.458262
"Zambia","2022-03-27",3.9200246
"Zambia","2022-03-28",2.4314077
"Zambia","2022-03-29",0
"Zambia","2022-03-30",0
"Zambia","2022-03-31",0
"Zambia","2022-04-01",14.886169
"Zambia","2022-04-02",4.5154715
"Zambia","2022-04-03",4.465851
"Zambia","2022-04-04",0
"Zambia","2022-04-05",3.9200246
"Zambia","2022-04-06",5.5078826
"Zambia","2022-04-07",6.798017
"Zambia","2022-04-08",6.2025704
"Zambia","2022-04-09",0
"Zambia","2022-04-10",0
"Zambia","2022-04-11",0
"Zambia","2022-04-12",15.928201
"Zambia","2022-04-13",0
"Zambia","2022-04-14",0
"Zambia","2022-04-15",21.08874
"Zambia","2022-04-16",8.6835985
"Zambia","2022-04-17",3.1260955
"Zambia","2022-04-18",2.381787
"Zambia","2022-04-19",0
"Zambia","2022-04-20",6.2025704
"Zambia","2022-04-21",0
"Zambia","2022-04-22",17.069473
"Zambia","2022-04-23",0
"Zambia","2022-04-24",0
"Zambia","2022-04-25",0
"Zambia","2022-04-26",16.474028
"Zambia","2022-04-27",5.7063646
"Zambia","2022-04-28",0
"Zambia","2022-04-29",8.088152
"Zambia","2022-04-30",0
"Zambia","2022-05-01",0
"Zambia","2022-05-02",6.8972583
"Zambia","2022-05-03",1.0916524
"Zambia","2022-05-04",1.4389963
"Zambia","2022-05-05",4.614712
"Zambia","2022-05-06",0
"Zambia","2022-05-07",7.88967
"Zambia","2022-05-08",0
"Zambia","2022-05-09",4.465851
"Zambia","2022-05-10",1.5382375
"Zambia","2022-05-11",3.4238188
"Zambia","2022-05-12",3.8207834
"Zambia","2022-05-13",5.4086413
"Zambia","2022-05-14",3.4238188
"Zambia","2022-05-15",0
"Zambia","2022-05-16",0
"Zambia","2022-05-17",9.874493
"Zambia","2022-05-18",3.8207834
"Zambia","2022-05-19",9.328666
"Zambia","2022-05-20",0
"Zambia","2022-05-21",5.1605387
"Zambia","2022-05-22",0
"Zambia","2022-05-23",4.8131948
"Zambia","2022-05-24",7.393464
"Zambia","2022-05-25",0
"Zambia","2022-05-26",2.3321664
"Zambia","2022-05-27",2.8283722
"Zambia","2022-05-28",5.1605387
"Zambia","2022-05-29",0
"Zambia","2022-05-30",0
"Zambia","2022-05-31",0
"Zambia","2022-06-01",13.695275
"Zambia","2022-06-02",0
"Zambia","2022-06-03",14.241102
"Zambia","2022-06-04",6.9964995
"Zambia","2022-06-05",4.0688863
"Zambia","2022-06-06",2.977234
"Zambia","2022-06-07",3.6719217
"Zambia","2022-06-08",6.8972583
"Zambia","2022-06-09",11.313489
"Zambia","2022-06-10",6.401053
"Zambia","2022-06-11",0
"Zambia","2022-06-12",0
"Zambia","2022-06-13",18.061886
"Zambia","2022-06-14",2.6795104
"Zambia","2022-06-15",7.740808
"Zambia","2022-06-16",7.9889107
"Zambia","2022-06-17",0
"Zambia","2022-06-18",18.40923
"Zambia","2022-06-19",0
"Zambia","2022-06-20",13.050208
"Zambia","2022-06-21",2.282546
"Zambia","2022-06-22",0
"Zambia","2022-06-23",0
"Zambia","2022-06-24",29.176891
"Zambia","2022-06-25",9.328666
"Zambia","2022-06-26",6.8476377
"Zambia","2022-06-27",0
"Zambia","2022-06-28",4.962056
"Zambia","2022-06-29",0
"Zambia","2022-06-30",0
"Zambia","2022-07-01",0
"Zambia","2022-07-02",0
"Zambia","2022-07-03",0
"Zambia","2022-07-04",0
"Zambia","2022-07-05",47.238777
"Zambia","2022-07-06",0
"Zambia","2022-07-07",0
"Zambia","2022-07-08",0
"Zambia","2022-07-09",24.512558
"Zambia","2022-07-10",0
"Zambia","2022-07-11",0
"Zambia","2022-07-12",15.2831335
"Zambia","2022-07-13",0
"Zambia","2022-07-14",0
"Zambia","2022-07-15",0
"Zambia","2022-07-16",44.261543
"Zambia","2022-07-17",0
"Zambia","2022-07-18",0
"Zambia","2022-07-19",0
"Zambia","2022-07-20",27.589033
"Zambia","2022-07-21",0
"Zambia","2022-07-22",0
"Zambia","2022-07-23",0
"Zambia","2022-07-24",0
"Zambia","2022-07-25",0
"Zambia","2022-07-26",46.295986
"Zambia","2022-07-27",0
"Zambia","2022-07-28",0
"Zambia","2022-07-29",0
"Zambia","2022-07-30",0
"Zambia","2022-07-31",0
"Zambia","2022-08-01",0
"Zambia","2022-08-02",50.910698
"Zambia","2022-08-03",0
"Zambia","2022-08-04",0
"Zambia","2022-08-05",0
"Zambia","2022-08-06",0
"Zambia","2022-08-07",0
"Zambia","2022-08-08",0
"Zambia","2022-08-09",0
"Zambia","2022-08-10",0
"Zambia","2022-08-11",0
"Zambia","2022-08-12",0
"Zambia","2022-08-13",0
"Zambia","2022-08-14",74.67895
"Zambia","2022-08-15",0
"Zambia","2022-08-16",0
"Zambia","2022-08-17",0
"Zambia","2022-08-18",12.405141
"Zambia","2022-08-19",0
"Zambia","2022-08-20",0
"Zambia","2022-08-21",0
"Zambia","2022-08-22",0
"Zambia","2022-08-23",13.050208
"Zambia","2022-08-24",0
"Zambia","2022-08-25",0
"Zambia","2022-08-26",0
"Zambia","2022-08-27",0
"Zambia","2022-08-28",0
"Zambia","2022-08-29",0
"Zambia","2022-08-30",14.638066
"Zambia","2022-08-31",0
"Zambia","2022-09-01",0
"Zambia","2022-09-02",0
"Zambia","2022-09-03",0
"Zambia","2022-09-04",0
"Zambia","2022-09-05",0
"Zambia","2022-09-06",0
"Zambia","2022-09-07",0
"Zambia","2022-09-08",0
"Zambia","2022-09-09",0
"Zambia","2022-09-10",0
"Zambia","2022-09-11",0
"Zambia","2022-09-12",20.19557
"Zambia","2022-09-13",0
"Zambia","2022-09-14",0
"Zambia","2022-09-15",0
"Zambia","2022-09-16",0
"Zambia","2022-09-17",0
"Zambia","2022-09-18",0
"Zambia","2022-09-19",0
"Zambia","2022-09-20",7.8400493
"Zambia","2022-09-21",0
"Zambia","2022-09-22",0
"Zambia","2022-09-23",0
"Zambia","2022-09-24",0
"Zambia","2022-09-25",0
"Zambia","2022-09-26",0
"Zambia","2022-09-27",0
"Zambia","2022-09-28",5.7559853
"Zambia","2022-09-29",0
"Zambia","2022-09-30",0
"Zambia","2022-10-01",0
"Zambia","2022-10-02",2.282546
"Zambia","2022-10-03",0
"Zambia","2022-10-04",0.29772338
"Zambia","2022-10-05",0
"Zambia","2022-10-06",0
"Zambia","2022-10-07",0
"Zambia","2022-10-08",0
"Zambia","2022-10-09",0
"Zambia","2022-10-10",0
"Zambia","2022-10-11",3.4238188
"Zambia","2022-10-12",0
"Zambia","2022-10-13",0
"Zambia","2022-10-14",0
"Zambia","2022-10-15",0
"Zambia","2022-10-16",0
"Zambia","2022-10-17",0
"Zambia","2022-10-18",0.99241126
"Zambia","2022-10-19",0
"Zambia","2022-10-20",0
"Zambia","2022-10-21",0
"Zambia","2022-10-22",0
"Zambia","2022-10-23",0
"Zambia","2022-10-24",0
"Zambia","2022-10-25",0
"Zambia","2022-10-26",0
"Zambia","2022-10-27",0
"Zambia","2022-10-28",1.240514
"Zambia","2022-10-29",0
"Zambia","2022-10-30",0
"Zambia","2022-10-31",0
"Zambia","2022-11-01",0
"Zambia","2022-11-02",0
"Zambia","2022-11-03",0.79392904
"Zambia","2022-11-04",0
"Zambia","2022-11-05",0
"Zambia","2022-11-06",0
"Zambia","2022-11-07",0
"Zambia","2022-11-08",0
"Zambia","2022-11-09",0
"Zambia","2022-11-10",0
"Zambia","2022-11-11",0
"Zambia","2022-11-12",0
"Zambia","2022-11-13",0
"Zambia","2022-11-14",0.049620565
"Zambia","2022-11-15",0
"Zambia","2022-11-16",0
"Zambia","2022-11-17",0
"Zambia","2022-11-18",0
"Zambia","2022-11-19",0
"Zambia","2022-11-20",0
"Zambia","2022-11-21",1.7367197
"Zambia","2022-11-22",0
"Zambia","2022-11-23",0
"Zambia","2022-11-24",0
"Zambia","2022-11-25",0
"Zambia","2022-11-26",0
"Zambia","2022-11-27",0
"Zambia","2022-11-28",1.240514
"Zambia","2022-11-29",0
"Zambia","2022-11-30",0
"Zambia","2022-12-01",0
"Zambia","2022-12-02",0
"Zambia","2022-12-03",0
"Zambia","2022-12-04",0
"Zambia","2022-12-05",0
"Zambia","2022-12-06",0
"Zambia","2022-12-07",0
"Zambia","2022-12-08",0
"Zambia","2022-12-09",0
"Zambia","2022-12-10",0
"Zambia","2022-12-11",0
"Zambia","2022-12-12",0
"Zambia","2022-12-13",0
"Zambia","2022-12-14",0
"Zambia","2022-12-15",0
"Zambia","2022-12-16",0
"Zambia","2022-12-17",0
"Zambia","2022-12-18",0
"Zambia","2022-12-19",7.88967
"Zambia","2022-12-20",0
"Zambia","2022-12-21",0
"Zambia","2022-12-22",0
"Zambia","2022-12-23",0
"Zambia","2022-12-24",5.7559853
"Zambia","2022-12-25",2.2329254
"Zambia","2022-12-26",0
"Zambia","2022-12-27",0
"Zambia","2022-12-28",0
"Zambia","2022-12-29",6.450673
"Zambia","2022-12-30",0
"Zambia","2022-12-31",0
"Zambia","2023-01-01",18.955055
"Zambia","2023-01-02",0
"Zambia","2023-01-03",0
"Zambia","2023-01-04",0
"Zambia","2023-01-05",0
"Zambia","2023-01-06",0
"Zambia","2023-01-07",0
"Zambia","2023-01-08",0
"Zambia","2023-01-09",52.74666
"Zambia","2023-01-10",0
"Zambia","2023-01-11",0
"Zambia","2023-01-12",0
"Zambia","2023-01-13",49.570942
"Zambia","2023-01-14",0
"Zambia","2023-01-15",0
"Zambia","2023-01-16",40.589622
"Zambia","2023-01-17",0
"Zambia","2023-01-18",15.977821
"Zambia","2023-01-19",0
"Zambia","2023-01-20",0
"Zambia","2023-01-21",0
"Zambia","2023-01-22",0
"Zambia","2023-01-23",65.10218
"Zambia","2023-01-24",0
"Zambia","2023-01-25",0
"Zambia","2023-01-26",32.302986
"Zambia","2023-01-27",0
"Zambia","2023-01-28",0
"Zambia","2023-01-29",0
"Zambia","2023-01-30",0
"Zambia","2023-01-31",0
"Zambia","2023-02-01",50.612976
"Zambia","2023-02-02",8.981322
"Zambia","2023-02-03",0
"Zambia","2023-02-04",0
"Zambia","2023-02-05",0
"Zambia","2023-02-06",37.01694
"Zambia","2023-02-07",0
"Zambia","2023-02-08",0
"Zambia","2023-02-09",0
"Zambia","2023-02-10",0
"Zambia","2023-02-11",0
"Zambia","2023-02-12",0
"Zambia","2023-02-13",31.112093
"Zambia","2023-02-14",0
"Zambia","2023-02-15",0
"Zambia","2023-02-16",0
"Zambia","2023-02-17",0
"Zambia","2023-02-18",0
"Zambia","2023-02-19",0
"Zambia","2023-02-20",19.35202
"Zambia","2023-02-21",0
"Zambia","2023-02-22",0
"Zambia","2023-02-23",0
"Zambia","2023-02-24",0
"Zambia","2023-02-25",0
"Zambia","2023-02-26",0
"Zambia","2023-02-27",12.256279
"Zambia","2023-02-28",0
"Zambia","2023-03-01",0
"Zambia","2023-03-02",0
"Zambia","2023-03-03",0
"Zambia","2023-03-04",0
"Zambia","2023-03-05",0
"Zambia","2023-03-06",8.981322
"Zambia","2023-03-07",0
"Zambia","2023-03-08",0
"Zambia","2023-03-09",0
"Zambia","2023-03-10",0
"Zambia","2023-03-11",0
"Zambia","2023-03-12",0
"Zambia","2023-03-13",5.7063646
"Zambia","2023-03-14",0
"Zambia","2023-03-15",0
"Zambia","2023-03-16",0
"Zambia","2023-03-17",0
"Zambia","2023-03-18",0
"Zambia","2023-03-19",0
"Zambia","2023-03-20",8.187393
"Zambia","2023-03-21",0
"Zambia","2023-03-22",0
"Zambia","2023-03-23",0
"Zambia","2023-03-24",0
"Zambia","2023-03-25",0
"Zambia","2023-03-26",0
"Zambia","2023-03-27",7.4927053
"Zambia","2023-03-28",0
"Zambia","2023-03-29",0
"Zambia","2023-03-30",0
"Zambia","2023-03-31",0
"Zambia","2023-04-01",0
"Zambia","2023-04-02",0
"Zambia","2023-04-03",5.3590207
"Zambia","2023-04-04",0
"Zambia","2023-04-05",0
"Zambia","2023-04-06",0
"Zambia","2023-04-07",0
"Zambia","2023-04-08",0
"Zambia","2023-04-09",3.9200246
"Zambia","2023-04-10",0
"Zambia","2023-04-11",0
"Zambia","2023-04-12",0
"Zambia","2023-04-13",0
"Zambia","2023-04-14",2.481028
"Zambia","2023-04-15",0
"Zambia","2023-04-16",0
"Zambia","2023-04-17",0
"Zambia","2023-04-18",0
"Zambia","2023-04-19",0
"Zambia","2023-04-20",0
"Zambia","2023-04-21",0
"Zambia","2023-04-22",0
"Zambia","2023-04-23",0
"Zambia","2023-04-24",3.870404
"Zambia","2023-04-25",0
"Zambia","2023-04-26",0
"Zambia","2023-04-27",0
"Zambia","2023-04-28",0
"Zambia","2023-04-29",0
"Zambia","2023-04-30",1.4389963
"Zambia","2023-05-01",0.049620565
"Zambia","2023-05-02",0
"Zambia","2023-05-03",0
"Zambia","2023-05-04",0
"Zambia","2023-05-05",0
"Zambia","2023-05-06",0
"Zambia","2023-05-07",0
"Zambia","2023-05-08",0
"Zambia","2023-05-09",0
"Zambia","2023-05-10",0
"Zambia","2023-05-11",0
"Zambia","2023-05-12",4.1681275
"Zambia","2023-05-13",0
"Zambia","2023-05-14",0
"Zambia","2023-05-15",0
"Zambia","2023-05-16",0
"Zambia","2023-05-17",0
"Zambia","2023-05-18",0
"Zambia","2023-05-19",0
"Zambia","2023-05-20",0
"Zambia","2023-05-21",0
"Zambia","2023-05-22",0
"Zambia","2023-05-23",0
"Zambia","2023-05-24",0
"Zambia","2023-05-25",0
"Zambia","2023-05-26",0
"Zambia","2023-05-27",0
"Zambia","2023-05-28",0
"Zambia","2023-05-29",0
"Zambia","2023-05-30",0
"Zambia","2023-05-31",0
"Zambia","2023-06-01",0
"Zambia","2023-06-02",0
"Zambia","2023-06-03",52.74666
"Zambia","2023-06-04",0
"Zambia","2023-06-05",0
"Zambia","2023-06-06",0
"Zambia","2023-06-07",0
"Zambia","2023-06-08",0
"Zambia","2023-06-09",0
"Zambia","2023-06-10",0
"Zambia","2023-06-11",0
"Zambia","2023-06-12",0
"Zambia","2023-06-13",0
"Zambia","2023-06-14",0
"Zambia","2023-06-15",0
"Zambia","2023-06-16",0
"Zambia","2023-06-17",44.80737
"Zambia","2023-06-18",0
"Zambia","2023-06-19",0
"Zambia","2023-06-20",0
"Zambia","2023-06-21",0
"Zambia","2023-06-22",0
"Zambia","2023-06-23",52.64742
"Zambia","2023-06-24",0
"Zambia","2023-06-25",0
"Zambia","2023-06-26",26.298899
"Zambia","2023-06-27",0
"Zambia","2023-06-28",0
"Zambia","2023-06-29",0
"Zambia","2023-06-30",0
"Zambia","2023-07-01",0
"Zambia","2023-07-02",0
"Zambia","2023-07-03",49.967907
"Zambia","2023-07-04",0
"Zambia","2023-07-05",0
"Zambia","2023-07-06",0
"Zambia","2023-07-07",0
"Zambia","2023-07-08",0
"Zambia","2023-07-09",0
"Zambia","2023-07-10",22.329254
"Zambia","2023-07-11",0
"Zambia","2023-07-12",0
"Zambia","2023-07-13",0
"Zambia","2023-07-14",0
"Zambia","2023-07-15",0
"Zambia","2023-07-16",0
"Zambia","2023-07-17",13.794517
"Zambia","2023-07-18",0
"Zambia","2023-07-19",0
"Zambia","2023-07-20",0
"Zambia","2023-07-21",0
"Zambia","2023-07-22",0
"Zambia","2023-07-23",0
"Zambia","2023-07-24",0
"Zambia","2023-07-25",0
"Zambia","2023-07-26",0
"Zambia","2023-07-27",0
"Zambia","2023-07-28",0
"Zambia","2023-07-29",0
"Zambia","2023-07-30",0
"Zambia","2023-07-31",0
"Zambia","2023-08-01",0
"Zambia","2023-08-02",0
"Zambia","2023-08-03",0
"Zambia","2023-08-04",0
"Zambia","2023-08-05",0
"Zambia","2023-08-06",0
"Zambia","2023-08-07",0
"Zambia","2023-08-08",0
"Zambia","2023-08-09",0
"Zambia","2023-08-10",0
"Zambia","2023-08-11",0
"Zambia","2023-08-12",0
"Zambia","2023-08-13",0
"Zambia","2023-08-14",0
"Zambia","2023-08-15",0
"Zambia","2023-08-16",0
"Zambia","2023-08-17",0
"Zambia","2023-08-18",0
"Zambia","2023-08-19",0
"Zambia","2023-08-20",0
"Zambia","2023-08-21",0
"Zambia","2023-08-22",0
"Zambia","2023-08-23",0
"Zambia","2023-08-24",0
"Zambia","2023-08-25",0
"Zambia","2023-08-26",0
"Zambia","2023-08-27",0
"Zambia","2023-08-28",0
"Zambia","2023-08-29",0
"Zambia","2023-08-30",0
"Zambia","2023-08-31",0
"Zambia","2023-09-01",0
"Zambia","2023-09-02",0
"Zambia","2023-09-03",0
"Zambia","2023-09-04",0
"Zambia","2023-09-05",0
"Zambia","2023-09-06",0
"Zambia","2023-09-07",0
"Zambia","2023-09-08",0
"Zambia","2023-09-09",0
"Zambia","2023-09-10",0
"Zambia","2023-09-11",0
"Zambia","2023-09-12",0
"Zambia","2023-09-13",0
"Zambia","2023-09-14",0
"Zambia","2023-09-15",0
"Zambia","2023-09-16",0
"Zambia","2023-09-17",0
"Zambia","2023-09-18",0
"Zambia","2023-09-19",0
"Zambia","2023-09-20",0
"Zambia","2023-09-21",0
"Zambia","2023-09-22",0
"Zambia","2023-09-23",0
"Zambia","2023-09-24",0
"Zambia","2023-09-25",0
"Zambia","2023-09-26",0
"Zambia","2023-09-27",0
"Zambia","2023-09-28",0
"Zambia","2023-09-29",0
"Zambia","2023-09-30",0
"Zambia","2023-10-01",0
"Zambia","2023-10-02",0.049620565
"Zambia","2023-10-03",0
"Zambia","2023-10-04",0
"Zambia","2023-10-05",0
"Zambia","2023-10-06",0
"Zambia","2023-10-07",0
"Zambia","2023-10-08",0
